0,001993225;0,009421188;0,008621942;0,02125386;0,01046654;0,01120366;0,02507391;0,76;0,75;0,74;0,68
0,001953335;0,008859983;0,007510239;0,035683486;0,020378352;0,015219348;0,0280112;0,72;0,68;0,70;0,64
0,001969147;0,008999867;0,007538328;0,036190943;0,020915757;0,014927662;0,027977924;0,67;0,67;0,66;0,61
0,002000303;0,009607567;0,006733264;0,04264979;0,02702283;0,01727881;0,02821039;0,64;0,64;0,64;0,61
0,002571832;0,010000434;0,006875163;0,046828157;0,031420814;0,020327743;0,029467171;0,60;0,61;0,61;0,59
0,003333018;0,009884184;0,008260809;0,040815886;0,025565629;0,018404705;0,027976052;0,63;0,63;0,62;0,62
0,00342342;0,009519403;0,007807298;0,02782331;0,016385286;0,013866986;0,025952362;0,67;0,68;0,61;0,59
0,003423421;0,009459878;0,007753352;0,022700224;0,012890619;0,012029476;0,025297943;0,70;0,71;0,69;0,70
0,003242239;0,009161319;0,008656095;0,011637586;0,006090913;0,008277737;0,0221708;0,71;0,72;0,70;0,71
0,003329854;0,009664497;0,007601189;0,016804386;0,008949816;0,010301605;0,023031514;0,71;0,71;0,71;0,71
0,003314973;0,00956814;0,007004631;0,037954376;0,023432186;0,017293795;0,028617043;0,65;0,64;0,64;0,64
0,003306936;0,01036184;0,007323075;0,04669283;0,03179828;0,02193006;0,03069128;0,60;0,60;0,60;0,61
0,00343049;0,010356667;0,007662389;0,048440667;0,033715952;0,022584143;0,03186731;0,60;0,59;0,58;0,60
0,003547494;0,010343086;0,008236998;0,042084152;0,027829452;0,020420371;0,030455033;0,62;0,62;0,62;0,63
0,003678079;0,009722348;0,008281642;0,025098905;0,014378343;0,014434714;0,026882824;0,70;0,71;0,70;0,70
0,003854238;0,010560919;0,007025467;0,0251484;0,014423548;0,0135517;0,026950343;0,71;0,71;0,71;0,71
0,003320367;0,010112795;0,008751523;0,0123707;0,006546098;0,009507499;0,021997448;0,72;0,72;0,71;0,68
0,00368366;0,010392581;0,006506103;0,033226738;0,019606557;0,01543939;0,027770876;0,66;0,66;0,65;0,69
0,003500433;0,010939462;0,00700705;0,039925971;0,025460714;0,018991757;0,02886821;0,63;0,64;0,64;0,65
0,003666323;0,0110138;0,006915249;0,04463534;0,03003892;0,02070894;0,03015995;0,63;0,62;0,62;0,59
0,003876932;0,01116491;0,007164979;0,045715395;0,031281443;0,0220977;0,030629205;0,60;0,61;0,60;0,59
0,004374716;0,011266862;0,007669087;0,040874852;0,026911476;0,020449029;0,029599229;0,62;0,62;0,61;0,62
0,00414424;0,010953419;0,006718722;0,033861619;0,020232319;0,016604605;0,028018824;0,67;0,68;0,67;0,68
0,004088992;0,01118609;0,01794399;0,04991783;0,0387383;0,01934092;0,03128486;0,62;0,61;0,61;0,64
0,003586372;0,010871;0,010475719;0,047805133;0,034279405;0,017141633;0,032193786;0,61;0,59;0,59;0,64
0,004456935;0,011082143;0,008529047;0,04250381;0,028084119;0,014340586;0,030688057;0,65;0,64;0,65;0,67
0,004160608;0,010455257;0,009586184;0,021903124;0,013118071;0,009181038;0,027369443;0,72;0,72;0,73;0,73
0,00335999;0,009571117;0,008554716;0,020329976;0,01159741;0,008091346;0,02456281;0,76;0,76;0,75;0,77
0,001414246;0,008874853;0,008045958;0,009466761;0,004894634;0,00575571;0,02120911;0,77;0,77;0,78;0,75
0,001760982;0,009432719;0,008871131;0,015059543;0,00817338;0,006598927;0,02242641;0,75;0,76;0,76;0,77
0,00201564;0,010754938;0,008516583;0,033904962;0,020755586;0,011688924;0,026345967;0,69;0,70;0,71;0,72
0,002347534;0,01042825;0,008281307;0,04114773;0,02645795;0,01397593;0,02936545;0,64;0,64;0,65;0,65
0,003765321;0,010855771;0,00911184;0,046633952;0,032240281;0,016245224;0,031554195;0,61;0,63;0,61;0,63
0,004421032;0,010971448;0,009032409;0,037880524;0,023890724;0,013379481;0,029642014;0,65;0,65;0,65;0,67
0,003970312;0,010517571;0,008780913;0,030398905;0,018227048;0,010541948;0,027818114;0,70;0,71;0,71;0,73
0,003465647;0,010712876;0,007864776;0,02262731;0,012975586;0,008254112;0,02630301;0,72;0,72;0,74;0,75
0,003452998;0,010189248;0,007447911;0,024187429;0,013625381;0,009150717;0,026619986;0,71;0,72;0,72;0,75
0,003523126;0,010379733;0,006889114;0,028698352;0,017019424;0,010093448;0,027354738;0,71;0,71;0,73;0,74
0,003471787;0,011607629;0,007087038;0,036212329;0,022680114;0,01223559;0,029549195;0,67;0,66;0,66;0,68
0,00342569;0,01047357;0,007126975;0,04223488;0,0286033;0,01431889;0,03056103;0,63;0,63;0,62;0,66
0,003687752;0,011491938;0,00775205;0,043802033;0,030235095;0,0148471;0,030867276;0,63;0,62;0,60;0,65
0,004270359;0,011915829;0,008251692;0,042941319;0,029970157;0,014847843;0,03045639;0,64;0,64;0,64;0,66
0,004419545;0,011879033;0,007109174;0,031420143;0,0202165;0,012008505;0,027578162;0,68;0,69;0,70;0,70
0,00358321;0,01092439;0,007314536;0,032946229;0,020122371;0,01071419;0,027183414;0,70;0,71;0,71;0,72
0,003417655;0,010049367;0,00856197;0,015386567;0,008794866;0,006695842;0,022646829;0,72;0,72;0,72;0,74
0,003344178;0,010555524;0,008468218;0,01504149;0,008441804;0,006355988;0,023025743;0,71;0,71;0,72;0,75
0,003767368;0,010805524;0,006780108;0,030136757;0,018443938;0,010053638;0,02617131;0,65;0,63;0,63;0,68
0,003912813;0,01210671;0,01250389;0,05115068;0,03820664;0,01817605;0,03070073;0,58;0,59;0,61;0,65
0,004092155;0,012226843;0,0214885;0,054767005;0,041619486;0,020315838;0,032174257;0,55;0,56;0,57;0,65
0,003565725;0,011605962;0,040921419;0,047608886;0,033664248;0,016995981;0,030260919;0,64;0,62;0,61;0,66
0,003691658;0,01132191;0,004887774;0,034487195;0,021323319;0,012120162;0,027409624;0,70;0,71;0,70;0,71
